datetime,datetime,year,month,day,random,sazonal,timeSeries
2053-01-01 00:00:00,2053-01-01 00:00:00,2053,1,1,0.9504633768652985,1.0,10.950463376865299
2053-01-01 01:00:00,2053-01-01 01:00:00,2053,1,1,0.7524177790993204,0.9999997588734665,10.752415367833985
2053-01-01 02:00:00,2053-01-01 02:00:00,2053,1,1,0.2714035910970375,0.9999990354939822,10.27139394603686
2053-01-01 03:00:00,2053-01-01 03:00:00,2053,1,1,0.8713152675421482,0.999997829861896,10.871293566161107
2053-01-01 04:00:00,2053-01-01 04:00:00,2053,1,1,0.8603302067897148,0.9999961419777894,10.860291626567609
2053-01-01 05:00:00,2053-01-01 05:00:00,2053,1,1,0.6676927668529036,0.9999939718424762,10.667632485277666
2053-01-01 06:00:00,2053-01-01 06:00:00,2053,1,1,0.8755831826469435,0.9999913194570031,10.875496377216974
2053-01-01 07:00:00,2053-01-01 07:00:00,2053,1,1,0.6112927104843687,0.9999881848226492,10.61117455871086
2053-01-01 08:00:00,2053-01-01 08:00:00,2053,1,1,0.48648511179482556,0.9999845679409262,10.486330791204088
2053-01-01 09:00:00,2053-01-01 09:00:00,2053,1,1,0.20510814575383463,0.9999804688135782,10.204912833889617
2053-01-01 10:00:00,2053-01-01 10:00:00,2053,1,1,0.5816228611929004,0.9999758874425823,10.581381735618724
2053-01-01 11:00:00,2053-01-01 11:00:00,2053,1,1,0.9067624445591234,0.9999708238301476,10.9064706828606
2053-01-01 12:00:00,2053-01-01 12:00:00,2053,1,1,0.7311990753599101,0.9999652779787161,10.730851855147073
2053-01-01 13:00:00,2053-01-01 13:00:00,2053,1,1,0.8387940378253835,0.9999592498909624,10.838386536735008
2053-01-01 14:00:00,2053-01-01 14:00:00,2053,1,1,0.018089033543293276,0.9999527395697936,10.01761642924123
2053-01-01 15:00:00,2053-01-01 15:00:00,2053,1,1,0.4801997376904922,0.9999457470183493,10.479657207873986
2053-01-01 16:00:00,2053-01-01 16:00:00,2053,1,1,0.07734597984829639,0.9999382722400014,10.07672870224831
2053-01-01 17:00:00,2053-01-01 17:00:00,2053,1,1,0.645868525877845,0.9999303152383551,10.645171678261395
2053-01-01 18:00:00,2053-01-01 18:00:00,2053,1,1,0.7881136764353952,0.9999218760172474,10.78733243660787
2053-01-01 19:00:00,2053-01-01 19:00:00,2053,1,1,0.8824773019167511,0.999912954580748,10.881606847724232
2053-01-01 20:00:00,2053-01-01 20:00:00,2053,1,1,0.6903164119652225,0.9999035509331596,10.689351921296819
2053-01-01 21:00:00,2053-01-01 21:00:00,2053,1,1,0.2351581025645325,0.9998936650790171,10.234094753354704
2053-01-01 22:00:00,2053-01-01 22:00:00,2053,1,1,0.23593046934217754,0.9998832970230879,10.234763439573056
2053-01-01 23:00:00,2053-01-01 23:00:00,2053,1,1,0.8699058479528311,0.9998724467703719,10.86863031565655
2053-01-02 00:00:00,2053-01-02 00:00:00,2053,1,2,0.5180556069226124,0.9998611143261019,10.516666750183632
2053-01-02 01:00:00,2053-01-02 01:00:00,2053,1,2,0.41403158195365763,0.9998492996957429,10.412524578911087
2053-01-02 02:00:00,2053-01-02 02:00:00,2053,1,2,0.42693229186276804,0.9998370028849926,10.425302320712694
2053-01-02 03:00:00,2053-01-02 03:00:00,2053,1,2,0.28986975346534416,0.999824223899781,10.288111992463154
2053-01-02 04:00:00,2053-01-02 04:00:00,2053,1,2,0.6899270018751881,0.9998109627462709,10.688036629337898
2053-01-02 05:00:00,2053-01-02 05:00:00,2053,1,2,0.08483712648172181,0.9997972194308576,10.082809320790298
2053-01-02 06:00:00,2053-01-02 06:00:00,2053,1,2,0.4287286132986593,0.9997829939601689,10.426558552900348
2053-01-02 07:00:00,2053-01-02 07:00:00,2053,1,2,0.451395388240979,0.999768286341065,10.449078251651628
2053-01-02 08:00:00,2053-01-02 08:00:00,2053,1,2,0.4675676454651895,0.9997530965806385,10.465098611271575
2053-01-02 09:00:00,2053-01-02 09:00:00,2053,1,2,0.40869192286422906,0.999737424686215,10.406066169726378
2053-01-02 10:00:00,2053-01-02 10:00:00,2053,1,2,0.44200063441279847,0.9997212706653522,10.43921334106632
2053-01-02 11:00:00,2053-01-02 11:00:00,2053,1,2,0.7224579867752047,0.9997046345258405,10.719504332033608
2053-01-02 12:00:00,2053-01-02 12:00:00,2053,1,2,0.5078442434504941,0.9996875162757026,10.50471940620752
2053-01-02 13:00:00,2053-01-02 13:00:00,2053,1,2,0.3753860614304734,0.9996699159231939,10.372085220662413
2053-01-02 14:00:00,2053-01-02 14:00:00,2053,1,2,0.6080626701392857,0.9996518334768022,10.604581004907306
2053-01-02 15:00:00,2053-01-02 15:00:00,2053,1,2,0.9150886768714429,0.9996332689452478,10.911421366323921
2053-01-02 16:00:00,2053-01-02 16:00:00,2053,1,2,0.5153580794636744,0.9996142223374836,10.51150030283851
2053-01-02 17:00:00,2053-01-02 17:00:00,2053,1,2,0.9424825667601702,0.9995946936626949,10.93842950338712
2053-01-02 18:00:00,2053-01-02 18:00:00,2053,1,2,0.541665567418856,0.9995746829302993,10.537412396721848
2053-01-02 19:00:00,2053-01-02 19:00:00,2053,1,2,0.541272804860913,0.9995541901499472,10.536814706360385
2053-01-02 20:00:00,2053-01-02 20:00:00,2053,1,2,0.5272065892760418,0.9995332153315211,10.522538742591252
2053-01-02 21:00:00,2053-01-02 21:00:00,2053,1,2,0.6872348590230614,0.9995117584851364,10.682352443874425
2053-01-02 22:00:00,2053-01-02 22:00:00,2053,1,2,0.9937715607660391,0.9994898196211406,10.988669756977444
2053-01-02 23:00:00,2053-01-02 23:00:00,2053,1,2,0.7984179777119531,0.9994673987501137,10.79309196521309
2053-01-03 00:00:00,2053-01-03 00:00:00,2053,1,3,0.07488157250167338,0.9994444958828685,10.06932653133036
2053-01-03 01:00:00,2053-01-03 01:00:00,2053,1,3,0.02245436638170606,0.9994211110304497,10.016665476686203
2053-01-03 02:00:00,2053-01-03 02:00:00,2053,1,3,0.12043227622393671,0.999397244204135,10.114404718265288
2053-01-03 03:00:00,2053-01-03 03:00:00,2053,1,3,0.5569889921650996,0.999372895415434,10.550717946319438
2053-01-03 04:00:00,2053-01-03 04:00:00,2053,1,3,0.6985599283678104,0.999348064676089,10.6920405751287
2053-01-03 05:00:00,2053-01-03 05:00:00,2053,1,3,0.37480185947133293,0.999322751998075,10.368029379452082
2053-01-03 06:00:00,2053-01-03 06:00:00,2053,1,3,0.6310677880951713,0.9992969573935987,10.624037362031158
2053-01-03 07:00:00,2053-01-03 07:00:00,2053,1,3,0.42258198128264823,0.9992706808750998,10.415288790033648
2053-01-03 08:00:00,2053-01-03 08:00:00,2053,1,3,0.6458054198061052,0.9992439224552503,10.638244644358608
2053-01-03 09:00:00,2053-01-03 09:00:00,2053,1,3,0.6575872360245005,0.9992166821469545,10.649754057494045
2053-01-03 10:00:00,2053-01-03 10:00:00,2053,1,3,0.5718589633483412,0.999188959963349,10.56374856298183
2053-01-03 11:00:00,2053-01-03 11:00:00,2053,1,3,0.8346346333607155,0.9991607559178031,10.826242192538746
2053-01-03 12:00:00,2053-01-03 12:00:00,2053,1,3,0.35510005958068525,0.9991320700239181,10.346420759819868
2053-01-03 13:00:00,2053-01-03 13:00:00,2053,1,3,0.48550889388573637,0.9991029022955281,10.476537916841018
2053-01-03 14:00:00,2053-01-03 14:00:00,2053,1,3,0.7298290155447705,0.9990732527466991,10.720561543011762
2053-01-03 15:00:00,2053-01-03 15:00:00,2053,1,3,0.9771597342279797,0.9990431213917298,10.967590948145277
2053-01-03 16:00:00,2053-01-03 16:00:00,2053,1,3,0.6448860895691003,0.9990125082451511,10.635011172020612
2053-01-03 17:00:00,2053-01-03 17:00:00,2053,1,3,0.5711026356551248,0.9989814133217262,10.560916768872387
2053-01-03 18:00:00,2053-01-03 18:00:00,2053,1,3,0.593030385848887,0.9989498366364509,10.582528752213396
2053-01-03 19:00:00,2053-01-03 19:00:00,2053,1,3,0.706485671675757,0.998917778204553,10.695663453721288
2053-01-03 20:00:00,2053-01-03 20:00:00,2053,1,3,0.3734519358492605,0.9988852380414929,10.36230431626419
2053-01-03 21:00:00,2053-01-03 21:00:00,2053,1,3,0.34547434997852255,0.998852216162963,10.333996511608152
2053-01-03 22:00:00,2053-01-03 22:00:00,2053,1,3,0.0885741228924074,0.9988187125848885,10.076761248741292
2053-01-03 23:00:00,2053-01-03 23:00:00,2053,1,3,0.7483425744694714,0.9987847273234264,10.736189847703736
2053-01-04 00:00:00,2053-01-04 00:00:00,2053,1,4,0.8324850501220661,0.9987502603949663,10.81998765407173
2053-01-04 01:00:00,2053-01-04 01:00:00,2053,1,4,0.657252434185931,0.9987153118161298,10.64440555234723
2053-01-04 02:00:00,2053-01-04 02:00:00,2053,1,4,0.7785693481714298,0.9986798816037711,10.765368164209141
2053-01-04 03:00:00,2053-01-04 03:00:00,2053,1,4,0.38236105724497893,0.9986439697749765,10.368800754994744
