datetime,datetime,year,month,day,random,sazonal,timeSeries
2009-01-01 00:00:00,2009-01-01 00:00:00,2009,1,1,0.228620852548456,1.0,10.228620852548456
2009-01-01 01:00:00,2009-01-01 01:00:00,2009,1,1,0.34564894457483064,0.9999997588734665,10.345646533309496
2009-01-01 02:00:00,2009-01-01 02:00:00,2009,1,1,0.4868937890502042,0.9999990354939822,10.486884143990027
2009-01-01 03:00:00,2009-01-01 03:00:00,2009,1,1,0.6867887919936251,0.999997829861896,10.686767090612584
2009-01-01 04:00:00,2009-01-01 04:00:00,2009,1,1,0.9058247010370661,0.9999961419777894,10.905786120814959
2009-01-01 05:00:00,2009-01-01 05:00:00,2009,1,1,0.28594576489171253,0.9999939718424762,10.285885483316475
2009-01-01 06:00:00,2009-01-01 06:00:00,2009,1,1,0.028613570267953747,0.9999913194570031,10.028526764837984
2009-01-01 07:00:00,2009-01-01 07:00:00,2009,1,1,0.5117129229865582,0.9999881848226492,10.51159477121305
2009-01-01 08:00:00,2009-01-01 08:00:00,2009,1,1,0.6915363594204285,0.9999845679409262,10.69138203882969
2009-01-01 09:00:00,2009-01-01 09:00:00,2009,1,1,0.8011764408176395,0.9999804688135782,10.800981128953422
2009-01-01 10:00:00,2009-01-01 10:00:00,2009,1,1,0.6277223076312551,0.9999758874425823,10.627481182057078
2009-01-01 11:00:00,2009-01-01 11:00:00,2009,1,1,0.7898436607157429,0.9999708238301476,10.78955189901722
2009-01-01 12:00:00,2009-01-01 12:00:00,2009,1,1,0.04070973183372428,0.9999652779787161,10.040362511620886
2009-01-01 13:00:00,2009-01-01 13:00:00,2009,1,1,0.14504589624826514,0.9999592498909624,10.14463839515789
2009-01-01 14:00:00,2009-01-01 14:00:00,2009,1,1,0.6428731874613334,0.9999527395697936,10.642400583159269
2009-01-01 15:00:00,2009-01-01 15:00:00,2009,1,1,0.509580553569679,0.9999457470183493,10.509038023753172
