datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.3306385274431297,1.0,10.33063852744313
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.5450535513460394,0.9999997588734665,10.545051140080705
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.9074726564137496,0.9999990354939822,10.907463011353572
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.4556255123528855,0.999997829861896,10.455603810971844
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.640509627596693,0.9999961419777894,10.640471047374586
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.8271043953092809,0.9999939718424762,10.827044113734043
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.31435151115908444,0.9999913194570031,10.314264705729116
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.05708518558569531,0.9999881848226492,10.056967033812187
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.6541140658754353,0.9999845679409262,10.653959745284697
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.5025273773144947,0.9999804688135782,10.502332065450277
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.798111977536789,0.9999758874425823,10.797870851962612
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.38514958787680686,0.9999708238301476,10.384857826178283
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.7285940128179018,0.9999652779787161,10.728246792605065
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.49123790953762536,0.9999592498909624,10.49083040844725
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.7356901778993807,0.9999527395697936,10.735217573597316
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.7323168378534427,0.9999457470183493,10.731774308036936
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.909198535840595,0.9999382722400014,10.90858125824061
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.5566362471597435,0.9999303152383551,10.555939399543295
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.3993444029761938,0.9999218760172474,10.398563163148667
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.4882843380870463,0.999912954580748,10.487413883894527
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.7474944416420058,0.9999035509331596,10.746529950973603
2050-01-01 21:00:00,2050-01-01 21:00:00,2050,1,1,0.36127590271122145,0.9998936650790171,10.360212553501393
2050-01-01 22:00:00,2050-01-01 22:00:00,2050,1,1,0.5531239415294055,0.9998832970230879,10.551956911760284
2050-01-01 23:00:00,2050-01-01 23:00:00,2050,1,1,0.3283879906855639,0.9998724467703719,10.327112458389282
2050-01-02 00:00:00,2050-01-02 00:00:00,2050,1,2,0.5033529140509806,0.9998611143261019,10.501964057312
2050-01-02 01:00:00,2050-01-02 01:00:00,2050,1,2,0.13403011767730422,0.9998492996957429,10.132523114634733
2050-01-02 02:00:00,2050-01-02 02:00:00,2050,1,2,0.1406831152756024,0.9998370028849926,10.139053144125528
2050-01-02 03:00:00,2050-01-02 03:00:00,2050,1,2,0.0701075832775393,0.999824223899781,10.068349822275348
2050-01-02 04:00:00,2050-01-02 04:00:00,2050,1,2,0.8227910844868516,0.9998109627462709,10.82090071194956
2050-01-02 05:00:00,2050-01-02 05:00:00,2050,1,2,0.8420610732083377,0.9997972194308576,10.840033267516915
2050-01-02 06:00:00,2050-01-02 06:00:00,2050,1,2,0.966250074429556,0.9997829939601689,10.964080014031245
2050-01-02 07:00:00,2050-01-02 07:00:00,2050,1,2,0.00812106385681488,0.999768286341065,10.005803927267463
2050-01-02 08:00:00,2050-01-02 08:00:00,2050,1,2,0.5035394229907669,0.9997530965806385,10.501070388797153
